moment,duration,age,race,gender,reflection
It was the time when my date hugged me. It's hard to date during these times and I feel the joy for being able to be liked/loved.,I'm still feeling it,25-34 years old,Malay,Male,3m
"i buy a new phone for my mother, she very happy",I'm still feeling it,25-34 years old,Chinese,Male,3m
when im tired and not want to do anything but lay in bed and my cat joins me,A few minutes,25-34 years old,Chinese,Female,3m
Financial Advancement and good health.,I'm still feeling it,25-34 years old,Chinese,Male,3m
My children celebrate my 67 birthday together with my grandkids. ,All day,65+ years old,Chinese,Male,3m
one happy moment in the past 3 months was when i got back in touch with a very good friend back in secondary school,Half a day,25-34 years old,Chinese,Male,3m
I was able to cruise onboard World Dream with my family.,All day,65+ years old,Chinese,Male,3m
I am feeling happy and tired at the same time,All day,18-24 years old,Malay,Female,3m
One happy moment in the past 3 months was when I got the information that my kid was awarded honor student.,All day,35-44 years old,Chinese,Male,3m
The day I got my first car,All day,35-44 years old,Indian,Female,3m
get what i wanted,All day,35-44 years old,Chinese,Female,3m
"when i dig into a dish i have been craving for
",At least one hour,35-44 years old,Chinese,Male,3m
"I have done volunteer work recently by sending unsold food and have them delivered to migrant workers in Singapore. 
This has been something that I always wanted to do. It makes me feel happy that I'm playing a part to make them feel better. ",I'm still feeling it,35-44 years old,Chinese,Female,3m
Went on a staycation with my family last week and we had an enjoyable time together ,All day,18-24 years old,Chinese,Female,3m
"One happy moment I had in the past 3 months was when I get to play with my different group of friends in basketball. Another time I had a happy moment, was when I started doing well in a game I thought i wldnt do well in.",All day,18-24 years old,Chinese,Male,3m
"the first happy moment in the past three months was when i was offered a job unexpectedly which was a great opportunity.
another moment would be meeting my current partner in the most unexpected timing. ",All day,18-24 years old,Chinese,Female,3m
The most recent happy moment was when I was discharged from the hospital because I can finally be free to do whatever I want. ,I'm still feeling it,18-24 years old,Chinese,Female,3m
I love my spouse,Half a day,,,,3m
I got my admission result and am given a chance to pursue my interest.,Half a day,18-24 years old,Chinese,Female,3m
I managed to get fitter,Half a day,18-24 years old,Chinese,Female,3m
Happy that my family members are all well and together.,I'm still feeling it,55-64 years old,Chinese,Female,3m
When I get a bigger pay check after converting from part time to a full time job,I'm still feeling it,55-64 years old,Chinese,Female,3m
One happy moment in the past 3 months was when I got a new year red packet from my boss whom I only worked for a few months.,All day,25-34 years old,Chinese,Female,3m
Dint have ,A few minutes,25-34 years old,Chinese,Female,3m
eat with best friend,At least one hour,35-44 years old,Chinese,Female,3m
I received money from Singapore government for Covid-19 related grant.,At least one hour,35-44 years old,Chinese,Female,3m
I got a well paid contract job ,I'm still feeling it,45-54 years old,Chinese,Male,3m
recently i am taking some short course and get to know some friend which we encourage each other these made me free happy at that moment ,All day,55-64 years old,Chinese,Male,3m
"One happy moment was last month when I left my job at a regional real estate investment trust. Though I was poised to be groomed to be the next leader, I was not happy. For the longest time, I was trying to tell the world & myself that though I did history as a degree, I would be able to join finance. Yes I have done it but I was really UNHAPPY. I am leaving a 9-5 job for sales but I am finally at peace with myself. ",I'm still feeling it,18-24 years old,Chinese,Female,3m
I am able to complete my tasks on time and get compliment from bosses.,A few minutes,45-54 years old,Indian,Female,3m
We had a staycation recently and we played in the pool. My child enjoyed herself thoroughly and both my husband and I were so glad; hearts so full to hear my child’s happy and excited shrieks! ,At least one hour,25-34 years old,Chinese,Female,3m
One happy moment in the past 3 months was when i cleared my work projects on time,All day,25-34 years old,Chinese,Male,3m
one is whereby my brother helps me to pay off my housing loan . 2. my mum ;s lab test for limb note is non cancer.,All day,55-64 years old,Chinese,Female,3m
One happy moment is the last day in the office. Hug and kisses from my colleagues.,At least one hour,65+ years old,Chinese,Female,3m
"First moment: ""One happy moment in the past 3 months was when I did my favourite activity - Shopping! Which I have not been able to do so for many months due to busy schedule.""",At least one hour,18-24 years old,Chinese,Male,3m
One happy moment when I met my new online friend in Roblox and also talked to her every night.,Half a day,18-24 years old,Indian,Male,3m
Play with my pets,A few minutes,45-54 years old,Chinese,Female,3m
Able to sell a stock in the Singapore Exchange for a handsome and tidy profit.,At least one hour,55-64 years old,Chinese,Male,3m
I strike a lottery! ,At least one hour,55-64 years old,Chinese,Female,3m
"Enjoy interacting with my grandkids, seeing them develop and how as grandparents, we helped in their development ",All day,65+ years old,Chinese,Male,3m
When i received money during cny and could buy myself an adidas pants.,All day,45-54 years old,Chinese,Female,3m
Our happy movement gave birth,I'm still feeling it,35-44 years old,Indian,Female,3m
Nothing make me Happy Specially,A few minutes,55-64 years old,Chinese,Male,3m
getting a full time job and income finally,Half a day,25-34 years old,Chinese,Female,3m
i talked to my boyfriend.,At least one hour,25-34 years old,Chinese,Female,3m
My children made me dinner :),I'm still feeling it,45-54 years old,Chinese,Female,3m
"cannot remember, just follow government on these covid-19 time.",A few minutes,65+ years old,Chinese,Male,3m
I have not been happy for the past years. ,Other:,35-44 years old,Malay,Female,3m
Receive appreciation from my domestic helper,Half a day,65+ years old,Chinese,Male,3m
when i received my bonus,Half a day,25-34 years old,Chinese,Female,3m
I received a bonus that was above expectations ,I'm still feeling it,35-44 years old,Indian,Female,3m
when i finished my second book,I'm still feeling it,65+ years old,Indian,Male,3m
I feel happy when others reciprocate my feelings  when I have treated them positively and gratefully.,Half a day,45-54 years old,Chinese,Male,3m
My happy moment has to be when I acquired a new house. ,All day,35-44 years old,Chinese,Female,3m
One happy moment in the past 3 months was when my calligraphy teacher praised me for having much improvement in my Chinese calligraphy which I had recently signed up.,At least one hour,55-64 years old,Chinese,Female,3m
Happy moment is when someone actually noticed and oberved my reactions.,A few minutes,45-54 years old,Chinese,Female,3m
One happy moment in the past 3 months was when my pet gave birth.,I'm still feeling it,25-34 years old,Malay,Female,3m
Did well at work. Had a good time with family ,All day,25-34 years old,Chinese,Female,3m
i happy in my memory that i was first time to receive mother day present from my daughter,All day,25-34 years old,Chinese,Female,3m
One happy moment in the past 3 months was when I went out with my son to do shopping and he was really excited.,All day,25-34 years old,Malay,Female,3m
The moment my daughter come into this world ,I'm still feeling it,35-44 years old,Chinese,Female,3m
my wife told me that she is expecting.,I'm still feeling it,25-34 years old,Chinese,Male,3m
celebrating mother's day,At least one hour,35-44 years old,Chinese,Female,3m
finish my arm surgery ,All day,45-54 years old,Chinese,Male,3m
"One happy moment was about 2 hours ago when I watched ""Running Man"" with my family",At least one hour,45-54 years old,Chinese,Female,3m
one happy moment in the past 3 months was when my baby start to crawl.,I'm still feeling it,25-34 years old,Chinese,Female,3m
Moments that made me happy was having my first experience as an emcee and performing well. ,Half a day,25-34 years old,Chinese,Female,3m
just met up with my primary school friends yesterday,At least one hour,35-44 years old,Chinese,Female,3m
1. seeing plants grow ,Half a day,35-44 years old,Chinese,Female,3m
The most happy moment in my past 3 months is when our grand daughter arrived 7 weeks ago. She is a real joy which bond our family even closer,I'm still feeling it,65+ years old,Chinese,Male,3m
seeing younger citizen giving up sit to elderly in public transports showing care toward them..,All day,65+ years old,Chinese,Male,3m
